,Unnamed: 0,traveller_id,wt_css_o,wt_css_d,wt_css,cs_duration,walking_duration,public_duration,bicycling_duration,taxi_duration,purpose,bike_ownership
742,992,t992,11.0,5.0,16.0,26 mins,2 hours 14 mins,33 mins,41 mins,27 mins,commuting,yes
743,1116,t1196,2.0,5.0,7.0,25 mins,2 hours 14 mins,54 mins,36 mins,27 mins,leisure,yes
744,1193,t1273,2.0,2.0,4.0,26 mins,2 hours 14 mins,47 mins,39 mins,23 mins,commuting,yes
745,696,t696,5.0,7.0,12.0,30 mins,2 hours 15 mins,48 mins,39 mins,28 mins,errand,yes
746,979,t979,11.0,8.0,19.0,20 mins,2 hours 15 mins,35 mins,40 mins,22 mins,errand,no
747,1253,t1333,7.0,3.0,10.0,26 mins,2 hours 15 mins,35 mins,41 mins,26 mins,leisure,no
748,1257,t1337,7.0,5.0,12.0,29 mins,2 hours 15 mins,45 mins,38 mins,30 mins,leisure,yes
749,540,t540,3.0,7.0,10.0,27 mins,2 hours 16 mins,33 mins,40 mins,27 mins,leisure,no
750,1050,t1130,2.0,1.0,3.0,25 mins,2 hours 16 mins,43 mins,37 mins,26 mins,leisure,yes
751,1088,t1168,2.0,1.0,3.0,25 mins,2 hours 16 mins,44 mins,37 mins,25 mins,errand,yes
752,1154,t1234,5.0,2.0,7.0,26 mins,2 hours 16 mins,48 mins,40 mins,26 mins,leisure,yes
753,1155,t1235,5.0,2.0,7.0,26 mins,2 hours 16 mins,48 mins,41 mins,26 mins,commuting,yes
754,1304,t1384,5.0,11.0,16.0,21 mins,2 hours 16 mins,27 mins,38 mins,21 mins,leisure,yes
755,1305,t1385,5.0,10.0,15.0,21 mins,2 hours 16 mins,26 mins,39 mins,21 mins,leisure,yes
756,67,t67,1.0,2.0,3.0,25 mins,2 hours 18 mins,41 mins,41 mins,26 mins,errand,yes
757,68,t68,1.0,2.0,3.0,25 mins,2 hours 18 mins,41 mins,42 mins,25 mins,commuting,yes
758,501,t501,5.0,7.0,12.0,27 mins,2 hours 18 mins,33 mins,41 mins,30 mins,commuting,yes
759,613,t613,6.0,2.0,8.0,24 mins,2 hours 18 mins,51 mins,39 mins,26 mins,business,yes
760,1049,t1129,2.0,6.0,8.0,25 mins,2 hours 18 mins,46 mins,40 mins,26 mins,leisure,yes
761,1064,t1144,2.0,6.0,8.0,24 mins,2 hours 18 mins,1 hour 0 mins,36 mins,26 mins,errand,yes
762,1087,t1167,2.0,6.0,8.0,25 mins,2 hours 18 mins,46 mins,40 mins,25 mins,errand,no
763,1102,t1182,2.0,6.0,8.0,24 mins,2 hours 18 mins,1 hour 0 mins,36 mins,26 mins,commuting,yes
764,1218,t1298,6.0,5.0,11.0,29 mins,2 hours 18 mins,42 mins,38 mins,28 mins,errand,no
765,1252,t1332,7.0,5.0,12.0,26 mins,2 hours 18 mins,34 mins,44 mins,30 mins,errand,yes
766,28,t28,6.0,2.0,8.0,25 mins,2 hours 19 mins,43 mins,41 mins,26 mins,leisure,yes
767,220,t220,3.0,10.0,13.0,22 mins,2 hours 19 mins,40 mins,38 mins,21 mins,commuting,yes
768,539,t539,3.0,6.0,9.0,27 mins,2 hours 19 mins,37 mins,36 mins,25 mins,commuting,yes
769,614,t614,6.0,2.0,8.0,24 mins,2 hours 19 mins,51 mins,40 mins,26 mins,leisure,yes
770,695,t695,5.0,6.0,11.0,30 mins,2 hours 19 mins,45 mins,40 mins,27 mins,commuting,yes
771,1342,t1422,2.0,11.0,13.0,21 mins,2 hours 19 mins,28 mins,38 mins,20 mins,commuting,yes
772,1343,t1423,2.0,10.0,12.0,21 mins,2 hours 19 mins,27 mins,40 mins,20 mins,errand,no
773,469,t469,5.0,1.0,6.0,26 mins,2 hours 2 mins,29 mins,32 mins,28 mins,errand,yes
774,1080,t1160,2.0,6.0,8.0,24 mins,2 hours 2 mins,45 mins,32 mins,20 mins,business,yes
775,1118,t1198,2.0,6.0,8.0,24 mins,2 hours 2 mins,45 mins,32 mins,20 mins,leisure,yes
776,29,t29,6.0,2.0,8.0,25 mins,2 hours 20 mins,44 mins,43 mins,26 mins,errand,yes
777,219,t219,3.0,11.0,14.0,22 mins,2 hours 20 mins,40 mins,36 mins,21 mins,commuting,no
778,1214,t1294,6.0,3.0,9.0,26 mins,2 hours 20 mins,37 mins,38 mins,23 mins,leisure,yes
779,141,t141,4.0,11.0,15.0,28 mins,2 hours 21 mins,44 mins,38 mins,27 mins,errand,yes
780,142,t142,4.0,10.0,14.0,28 mins,2 hours 21 mins,43 mins,39 mins,28 mins,leisure,yes
781,980,t980,11.0,3.0,14.0,20 mins,2 hours 21 mins,39 mins,43 mins,20 mins,commuting,yes
782,500,t500,5.0,6.0,11.0,27 mins,2 hours 22 mins,36 mins,38 mins,27 mins,errand,yes
783,978,t978,11.0,4.0,15.0,27 mins,2 hours 22 mins,45 mins,41 mins,26 mins,commuting,yes
784,1213,t1293,6.0,5.0,11.0,26 mins,2 hours 22 mins,36 mins,41 mins,26 mins,errand,yes
785,103,t103,6.0,10.0,16.0,28 mins,2 hours 23 mins,43 mins,40 mins,29 mins,errand,yes
786,102,t102,6.0,11.0,17.0,28 mins,2 hours 24 mins,43 mins,39 mins,29 mins,leisure,no
787,977,t977,11.0,6.0,17.0,27 mins,2 hours 25 mins,44 mins,42 mins,27 mins,errand,yes
788,50,t50,1.0,5.0,6.0,26 mins,2 hours 3 mins,28 mins,32 mins,27 mins,errand,yes
789,51,t51,1.0,3.0,4.0,26 mins,2 hours 3 mins,29 mins,33 mins,25 mins,commuting,yes
790,508,t508,3.0,1.0,4.0,26 mins,2 hours 3 mins,30 mins,33 mins,25 mins,errand,no
791,882,t882,7.0,11.0,18.0,23 mins,2 hours 3 mins,33 mins,34 mins,24 mins,errand,no
792,883,t883,7.0,10.0,17.0,23 mins,2 hours 3 mins,32 mins,35 mins,24 mins,commuting,yes
793,1230,t1310,6.0,2.0,8.0,23 mins,2 hours 3 mins,44 mins,36 mins,20 mins,business,yes
794,1231,t1311,6.0,2.0,8.0,23 mins,2 hours 3 mins,44 mins,36 mins,19 mins,leisure,yes
795,468,t468,5.0,6.0,11.0,26 mins,2 hours 4 mins,32 mins,34 mins,28 mins,errand,yes
796,844,t844,5.0,10.0,15.0,23 mins,2 hours 4 mins,28 mins,35 mins,26 mins,errand,yes
797,997,t997,11.0,7.0,18.0,23 mins,2 hours 4 mins,35 mins,35 mins,23 mins,leisure,yes
798,571,t571,2.0,10.0,12.0,21 mins,2 hours 41 mins,45 mins,46 mins,21 mins,errand,yes
799,570,t570,2.0,11.0,13.0,21 mins,2 hours 42 mins,46 mins,45 mins,21 mins,leisure,yes
800,989,t989,11.0,2.0,13.0,20 mins,2 hours 43 mins,52 mins,48 mins,21 mins,commuting,yes
801,493,t493,5.0,10.0,15.0,29 mins,2 hours 44 mins,33 mins,44 mins,31 mins,errand,yes
802,492,t492,5.0,11.0,16.0,29 mins,2 hours 45 mins,33 mins,43 mins,30 mins,leisure,yes
803,532,t532,3.0,10.0,13.0,29 mins,2 hours 45 mins,33 mins,45 mins,27 mins,errand,yes
804,987,t987,11.0,5.0,16.0,26 mins,2 hours 45 mins,34 mins,47 mins,31 mins,commuting,no
805,531,t531,3.0,11.0,14.0,29 mins,2 hours 46 mins,34 mins,44 mins,27 mins,errand,yes
806,988,t988,11.0,3.0,14.0,26 mins,2 hours 46 mins,35 mins,47 mins,28 mins,errand,yes
807,11,t11,6.0,5.0,11.0,26 mins,2 hours 5 mins,30 mins,34 mins,28 mins,errand,yes
808,12,t12,6.0,3.0,9.0,26 mins,2 hours 5 mins,31 mins,35 mins,25 mins,errand,yes
809,507,t507,3.0,6.0,9.0,26 mins,2 hours 5 mins,32 mins,35 mins,25 mins,errand,yes
810,843,t843,5.0,11.0,16.0,23 mins,2 hours 5 mins,29 mins,33 mins,25 mins,errand,yes
811,1176,t1256,2.0,3.0,5.0,28 mins,2 hours 5 mins,31 mins,38 mins,25 mins,errand,yes
812,1074,t1154,2.0,11.0,13.0,26 mins,2 hours 56 mins,47 mins,47 mins,27 mins,leisure,no
813,1075,t1155,2.0,10.0,12.0,26 mins,2 hours 56 mins,47 mins,48 mins,27 mins,commuting,yes
814,1113,t1193,2.0,10.0,12.0,26 mins,2 hours 56 mins,47 mins,48 mins,27 mins,errand,yes
815,1112,t1192,2.0,11.0,13.0,26 mins,2 hours 57 mins,48 mins,47 mins,26 mins,errand,yes
816,538,t538,3.0,2.0,5.0,28 mins,2 hours 6 mins,34 mins,36 mins,26 mins,commuting,yes
817,996,t996,11.0,5.0,16.0,23 mins,2 hours 6 mins,30 mins,36 mins,25 mins,errand,yes
818,766,t766,2.0,10.0,12.0,24 mins,2 hours 7 mins,34 mins,36 mins,24 mins,leisure,yes
819,805,t805,4.0,10.0,14.0,24 mins,2 hours 7 mins,33 mins,36 mins,24 mins,commuting,yes
820,1081,t1161,2.0,7.0,9.0,24 mins,2 hours 7 mins,44 mins,35 mins,24 mins,errand,yes
821,1138,t1218,5.0,3.0,8.0,28 mins,2 hours 7 mins,33 mins,40 mins,26 mins,leisure,yes
822,482,t482,5.0,6.0,11.0,24 mins,2 hours 8 mins,40 mins,33 mins,30 mins,leisure,no
823,537,t537,3.0,5.0,8.0,28 mins,2 hours 8 mins,36 mins,37 mins,28 mins,errand,yes
824,727,t727,7.0,10.0,17.0,26 mins,2 hours 8 mins,29 mins,36 mins,25 mins,leisure,yes
825,765,t765,2.0,11.0,13.0,24 mins,2 hours 8 mins,34 mins,35 mins,24 mins,business,yes
826,804,t804,4.0,11.0,15.0,24 mins,2 hours 8 mins,34 mins,35 mins,24 mins,errand,yes
827,994,t994,11.0,2.0,13.0,24 mins,2 hours 8 mins,36 mins,37 mins,23 mins,leisure,yes
828,995,t995,11.0,4.0,15.0,24 mins,2 hours 8 mins,36 mins,37 mins,25 mins,leisure,yes
829,1119,t1199,2.0,7.0,9.0,24 mins,2 hours 8 mins,44 mins,35 mins,23 mins,errand,yes
830,499,t499,5.0,2.0,7.0,28 mins,2 hours 9 mins,33 mins,36 mins,29 mins,errand,yes
831,521,t521,3.0,6.0,9.0,24 mins,2 hours 9 mins,41 mins,34 mins,26 mins,business,yes
832,597,t597,6.0,5.0,11.0,25 mins,2 hours 9 mins,40 mins,34 mins,31 mins,leisure,yes
833,598,t598,6.0,3.0,9.0,25 mins,2 hours 9 mins,41 mins,34 mins,27 mins,errand,yes
834,726,t726,7.0,11.0,18.0,26 mins,2 hours 9 mins,30 mins,34 mins,25 mins,leisure,yes
835,993,t993,11.0,7.0,18.0,26 mins,2 hours 9 mins,32 mins,38 mins,25 mins,errand,yes
836,1175,t1255,2.0,5.0,7.0,28 mins,2 hours 9 mins,30 mins,38 mins,28 mins,errand,no
837,1269,t1349,7.0,2.0,9.0,23 mins,2 hours 9 mins,40 mins,40 mins,23 mins,errand,yes
838,1270,t1350,7.0,2.0,9.0,23 mins,2 hours 9 mins,40 mins,39 mins,23 mins,leisure,yes
839,338,t338,7.0,6.0,13.0,6 mins,30 mins,17 mins,9 mins,8 mins,leisure,no
840,339,t339,7.0,6.0,13.0,6 mins,30 mins,17 mins,9 mins,8 mins,commuting,yes
841,358,t358,8.0,7.0,15.0,11 mins,30 mins,22 mins,11 mins,14 mins,leisure,yes
842,451,t451,5.0,6.0,11.0,5 mins,30 mins,17 mins,8 mins,6 mins,errand,yes
843,452,t452,5.0,6.0,11.0,5 mins,30 mins,17 mins,8 mins,6 mins,commuting,yes
844,902,t902,6.0,3.0,9.0,7 mins,30 mins,14 mins,11 mins,7 mins,errand,yes
845,908,t908,6.0,5.0,11.0,5 mins,30 mins,17 mins,8 mins,6 mins,errand,yes
846,941,t941,6.0,3.0,9.0,7 mins,30 mins,15 mins,11 mins,7 mins,leisure,no
847,947,t947,6.0,5.0,11.0,5 mins,30 mins,18 mins,8 mins,7 mins,commuting,yes
848,90,t90,6.0,3.0,9.0,10 mins,31 mins,18 mins,10 mins,7 mins,errand,yes
849,281,t281,7.0,8.0,15.0,12 mins,31 mins,23 mins,10 mins,15 mins,errand,yes
850,412,t412,6.0,6.0,12.0,5 mins,31 mins,18 mins,9 mins,9 mins,commuting,no
851,413,t413,6.0,6.0,12.0,5 mins,31 mins,18 mins,9 mins,9 mins,leisure,yes
852,509,t509,3.0,6.0,9.0,10 mins,31 mins,17 mins,11 mins,7 mins,errand,no
853,907,t907,6.0,6.0,12.0,5 mins,31 mins,18 mins,9 mins,9 mins,leisure,yes
854,946,t946,6.0,6.0,12.0,5 mins,31 mins,18 mins,9 mins,9 mins,leisure,yes
855,1162,t1242,5.0,7.0,12.0,12 mins,31 mins,24 mins,9 mins,9 mins,errand,no
856,1198,t1278,2.0,6.0,8.0,12 mins,31 mins,21 mins,8 mins,7 mins,errand,yes
857,1387,t1467,6.0,2.0,8.0,10 mins,31 mins,18 mins,8 mins,7 mins,leisure,yes
858,1464,t1544,7.0,5.0,12.0,10 mins,31 mins,19 mins,9 mins,10 mins,leisure,yes
859,169,t169,8.0,2.0,10.0,5 mins,32 mins,16 mins,8 mins,6 mins,leisure,yes
860,174,t174,8.0,2.0,10.0,8 mins,32 mins,15 mins,11 mins,7 mins,errand,yes
861,177,t177,8.0,7.0,15.0,11 mins,32 mins,15 mins,11 mins,8 mins,commuting,yes
862,550,t550,2.0,8.0,10.0,5 mins,32 mins,18 mins,10 mins,7 mins,errand,yes
863,89,t89,6.0,5.0,11.0,10 mins,33 mins,18 mins,13 mins,11 mins,leisure,yes
864,455,t455,5.0,6.0,11.0,11 mins,33 mins,21 mins,10 mins,9 mins,errand,yes
865,456,t456,5.0,6.0,11.0,11 mins,33 mins,21 mins,10 mins,9 mins,errand,yes
866,661,t661,3.0,4.0,7.0,15 mins,33 mins,30 mins,10 mins,13 mins,errand,yes
867,745,t745,2.0,8.0,10.0,8 mins,33 mins,12 mins,10 mins,6 mins,errand,yes
868,862,t862,7.0,8.0,15.0,11 mins,33 mins,14 mins,10 mins,7 mins,commuting,no
869,1022,t1102,6.0,5.0,11.0,11 mins,33 mins,20 mins,9 mins,10 mins,commuting,no
870,1160,t1240,5.0,6.0,11.0,12 mins,33 mins,25 mins,10 mins,10 mins,business,yes
871,1386,t1466,6.0,5.0,11.0,10 mins,33 mins,23 mins,9 mins,10 mins,commuting,yes
872,1410,t1490,4.0,3.0,7.0,12 mins,33 mins,29 mins,10 mins,12 mins,errand,yes
873,129,t129,4.0,3.0,7.0,10 mins,34 mins,21 mins,11 mins,6 mins,errand,yes
874,214,t214,3.0,4.0,7.0,8 mins,34 mins,20 mins,10 mins,8 mins,leisure,yes
875,361,t361,8.0,5.0,13.0,11 mins,34 mins,18 mins,11 mins,9 mins,commuting,no
876,388,t388,8.0,4.0,12.0,12 mins,34 mins,18 mins,12 mins,10 mins,errand,no
877,438,t438,5.0,8.0,13.0,11 mins,34 mins,17 mins,10 mins,9 mins,leisure,yes
878,470,t470,5.0,6.0,11.0,10 mins,34 mins,17 mins,13 mins,11 mins,commuting,yes
879,510,t510,3.0,4.0,7.0,10 mins,34 mins,22 mins,11 mins,7 mins,leisure,yes
880,623,t623,6.0,7.0,13.0,15 mins,34 mins,29 mins,8 mins,13 mins,errand,yes
881,660,t660,3.0,6.0,9.0,15 mins,34 mins,31 mins,11 mins,13 mins,leisure,yes
882,1029,t1109,6.0,7.0,13.0,9 mins,34 mins,23 mins,11 mins,10 mins,leisure,no
883,1371,t1451,6.0,3.0,9.0,12 mins,34 mins,30 mins,9 mins,12 mins,commuting,yes
884,1403,t1483,4.0,8.0,12.0,11 mins,34 mins,19 mins,9 mins,9 mins,commuting,yes
885,143,t143,4.0,6.0,10.0,10 mins,35 mins,22 mins,10 mins,7 mins,commuting,yes
886,144,t144,4.0,6.0,10.0,10 mins,35 mins,22 mins,10 mins,7 mins,leisure,yes
887,349,t349,7.0,4.0,11.0,12 mins,35 mins,27 mins,12 mins,12 mins,commuting,no
888,728,t728,7.0,6.0,13.0,10 mins,35 mins,21 mins,10 mins,9 mins,leisure,yes
889,729,t729,7.0,6.0,13.0,10 mins,35 mins,21 mins,10 mins,9 mins,errand,no
890,767,t767,2.0,6.0,8.0,10 mins,35 mins,22 mins,11 mins,9 mins,leisure,yes
891,768,t768,2.0,6.0,8.0,10 mins,35 mins,22 mins,11 mins,9 mins,commuting,yes
892,785,t785,4.0,3.0,7.0,8 mins,35 mins,20 mins,12 mins,8 mins,leisure,yes
893,806,t806,4.0,6.0,10.0,10 mins,35 mins,20 mins,12 mins,10 mins,errand,no
894,807,t807,4.0,6.0,10.0,10 mins,35 mins,20 mins,12 mins,10 mins,commuting,yes
895,1014,t1094,6.0,4.0,10.0,10 mins,35 mins,25 mins,11 mins,8 mins,leisure,yes
896,1030,t1110,6.0,2.0,8.0,9 mins,35 mins,19 mins,10 mins,10 mins,leisure,yes
897,1031,t1111,6.0,4.0,10.0,9 mins,35 mins,21 mins,11 mins,11 mins,errand,no
898,1402,t1482,4.0,7.0,11.0,11 mins,35 mins,20 mins,10 mins,12 mins,leisure,yes
899,1448,t1528,7.0,6.0,13.0,12 mins,35 mins,35 mins,9 mins,14 mins,errand,yes
900,128,t128,4.0,5.0,9.0,10 mins,36 mins,20 mins,13 mins,10 mins,leisure,no
901,139,t139,4.0,6.0,10.0,10 mins,36 mins,21 mins,10 mins,11 mins,errand,yes
902,140,t140,4.0,6.0,10.0,10 mins,36 mins,21 mins,10 mins,11 mins,leisure,yes
903,900,t900,6.0,4.0,10.0,9 mins,36 mins,25 mins,10 mins,10 mins,errand,no
904,939,t939,6.0,4.0,10.0,9 mins,36 mins,26 mins,10 mins,11 mins,leisure,yes
905,1199,t1279,2.0,4.0,6.0,12 mins,36 mins,23 mins,10 mins,10 mins,leisure,yes
906,1426,t1506,4.0,2.0,6.0,10 mins,36 mins,21 mins,10 mins,10 mins,errand,no
907,45,t45,1.0,7.0,8.0,10 mins,37 mins,20 mins,9 mins,11 mins,leisure,yes
908,104,t104,6.0,6.0,12.0,10 mins,37 mins,19 mins,11 mins,9 mins,leisure,no
909,105,t105,6.0,6.0,12.0,10 mins,37 mins,19 mins,11 mins,9 mins,leisure,yes
910,176,t176,8.0,5.0,13.0,11 mins,37 mins,22 mins,12 mins,9 mins,business,yes
911,216,t216,3.0,7.0,10.0,11 mins,37 mins,22 mins,11 mins,8 mins,leisure,yes
912,371,t371,8.0,5.0,13.0,8 mins,37 mins,13 mins,13 mins,10 mins,errand,yes
913,387,t387,8.0,6.0,14.0,12 mins,37 mins,23 mins,13 mins,11 mins,commuting,yes
914,471,t471,5.0,4.0,9.0,10 mins,37 mins,23 mins,13 mins,10 mins,leisure,yes
915,828,t828,5.0,8.0,13.0,8 mins,37 mins,14 mins,10 mins,7 mins,business,yes
916,1013,t1093,6.0,6.0,12.0,10 mins,37 mins,23 mins,12 mins,9 mins,leisure,yes
917,1364,t1444,6.0,8.0,14.0,11 mins,37 mins,19 mins,10 mins,10 mins,business,yes
918,44,t44,1.0,8.0,9.0,10 mins,38 mins,20 mins,9 mins,10 mins,commuting,yes
919,100,t100,6.0,6.0,12.0,10 mins,38 mins,22 mins,10 mins,12 mins,errand,yes
920,101,t101,6.0,6.0,12.0,10 mins,38 mins,23 mins,10 mins,12 mins,leisure,yes
921,213,t213,3.0,2.0,5.0,8 mins,38 mins,20 mins,10 mins,8 mins,commuting,no
922,235,t235,8.0,1.0,9.0,10 mins,38 mins,23 mins,9 mins,11 mins,errand,yes
923,274,t274,7.0,1.0,8.0,10 mins,38 mins,23 mins,9 mins,12 mins,business,yes
924,322,t322,7.0,5.0,12.0,11 mins,38 mins,18 mins,12 mins,11 mins,errand,no
925,348,t348,7.0,6.0,13.0,12 mins,38 mins,19 mins,11 mins,12 mins,leisure,yes
926,437,t437,5.0,7.0,12.0,11 mins,38 mins,17 mins,11 mins,12 mins,leisure,yes
927,823,t823,5.0,8.0,13.0,11 mins,38 mins,18 mins,11 mins,9 mins,commuting,yes
928,934,t934,6.0,4.0,10.0,10 mins,38 mins,20 mins,11 mins,9 mins,leisure,yes
929,938,t938,6.0,6.0,12.0,9 mins,38 mins,28 mins,10 mins,11 mins,business,yes
930,973,t973,6.0,4.0,10.0,10 mins,38 mins,21 mins,11 mins,9 mins,leisure,yes
931,1009,t1089,6.0,4.0,10.0,12 mins,38 mins,23 mins,12 mins,11 mins,leisure,yes
932,1047,t1127,6.0,4.0,10.0,12 mins,38 mins,23 mins,12 mins,11 mins,errand,yes
933,1161,t1241,5.0,4.0,9.0,12 mins,38 mins,27 mins,11 mins,12 mins,commuting,yes
934,1363,t1443,6.0,7.0,13.0,11 mins,38 mins,20 mins,11 mins,14 mins,leisure,yes
935,1417,t1497,4.0,6.0,10.0,10 mins,38 mins,21 mins,11 mins,8 mins,leisure,no
936,1418,t1498,4.0,6.0,10.0,10 mins,38 mins,21 mins,11 mins,8 mins,leisure,yes
937,1421,t1501,4.0,6.0,10.0,13 mins,38 mins,26 mins,13 mins,11 mins,errand,no
938,1422,t1502,4.0,6.0,10.0,13 mins,38 mins,26 mins,13 mins,11 mins,commuting,no
939,1425,t1505,4.0,5.0,9.0,10 mins,38 mins,25 mins,11 mins,13 mins,commuting,yes
940,350,t350,7.0,7.0,14.0,12 mins,39 mins,15 mins,13 mins,12 mins,leisure,yes
941,360,t360,8.0,6.0,14.0,11 mins,39 mins,19 mins,15 mins,13 mins,errand,yes
942,389,t389,8.0,7.0,15.0,12 mins,39 mins,22 mins,14 mins,11 mins,leisure,yes
943,399,t399,6.0,8.0,14.0,11 mins,39 mins,17 mins,11 mins,13 mins,errand,no
944,416,t416,6.0,6.0,12.0,11 mins,39 mins,23 mins,12 mins,13 mins,leisure,yes
945,417,t417,6.0,6.0,12.0,11 mins,39 mins,23 mins,12 mins,13 mins,leisure,yes
946,421,t421,6.0,2.0,8.0,11 mins,39 mins,15 mins,11 mins,10 mins,leisure,no
947,450,t450,5.0,7.0,12.0,10 mins,39 mins,21 mins,10 mins,9 mins,leisure,yes
948,654,t654,3.0,5.0,8.0,11 mins,39 mins,30 mins,12 mins,9 mins,commuting,yes
949,655,t655,3.0,2.0,5.0,11 mins,39 mins,28 mins,11 mins,9 mins,leisure,yes
950,746,t746,2.0,3.0,5.0,8 mins,39 mins,19 mins,13 mins,7 mins,commuting,yes
951,863,t863,7.0,3.0,10.0,11 mins,39 mins,20 mins,13 mins,9 mins,errand,yes
952,869,t869,7.0,5.0,12.0,9 mins,39 mins,21 mins,11 mins,9 mins,leisure,yes
953,899,t899,6.0,6.0,12.0,9 mins,39 mins,27 mins,10 mins,11 mins,leisure,yes
954,962,t962,6.0,6.0,12.0,10 mins,39 mins,28 mins,11 mins,11 mins,errand,yes
955,963,t963,6.0,6.0,12.0,10 mins,39 mins,28 mins,11 mins,11 mins,errand,yes
956,1021,t1101,6.0,6.0,12.0,11 mins,39 mins,21 mins,13 mins,14 mins,errand,yes
957,1028,t1108,6.0,5.0,11.0,9 mins,39 mins,24 mins,14 mins,12 mins,commuting,no
958,1034,t1114,6.0,6.0,12.0,9 mins,39 mins,25 mins,10 mins,11 mins,business,yes
959,1035,t1115,6.0,6.0,12.0,9 mins,39 mins,25 mins,10 mins,11 mins,errand,yes
960,1141,t1221,5.0,3.0,8.0,12 mins,39 mins,30 mins,12 mins,9 mins,errand,yes
961,1173,t1253,2.0,6.0,8.0,12 mins,39 mins,16 mins,12 mins,10 mins,commuting,yes
962,1179,t1259,2.0,3.0,5.0,12 mins,39 mins,33 mins,10 mins,9 mins,commuting,yes
963,1441,t1521,7.0,7.0,14.0,11 mins,39 mins,16 mins,12 mins,12 mins,commuting,yes
964,1442,t1522,7.0,8.0,15.0,11 mins,39 mins,21 mins,11 mins,11 mins,leisure,yes
965,6,t6,6.0,7.0,13.0,10 mins,40 mins,20 mins,12 mins,13 mins,commuting,yes
966,273,t273,7.0,6.0,13.0,10 mins,40 mins,25 mins,11 mins,13 mins,leisure,yes
967,398,t398,6.0,7.0,13.0,11 mins,40 mins,19 mins,12 mins,17 mins,commuting,yes
968,405,t405,6.0,3.0,9.0,14 mins,40 mins,32 mins,12 mins,15 mins,leisure,yes
969,622,t622,6.0,4.0,10.0,15 mins,40 mins,30 mins,12 mins,16 mins,errand,yes
970,634,t634,3.0,6.0,9.0,15 mins,40 mins,33 mins,15 mins,16 mins,leisure,yes
971,689,t689,5.0,6.0,11.0,10 mins,40 mins,22 mins,11 mins,10 mins,commuting,yes
972,690,t690,5.0,6.0,11.0,10 mins,40 mins,22 mins,11 mins,10 mins,business,yes
973,923,t923,6.0,6.0,12.0,10 mins,40 mins,34 mins,11 mins,10 mins,commuting,no
974,924,t924,6.0,6.0,12.0,10 mins,40 mins,34 mins,11 mins,10 mins,leisure,yes
975,931,t931,6.0,5.0,11.0,10 mins,40 mins,19 mins,13 mins,9 mins,leisure,no
976,932,t932,6.0,2.0,8.0,10 mins,40 mins,19 mins,14 mins,9 mins,leisure,no
977,933,t933,6.0,6.0,12.0,10 mins,40 mins,19 mins,12 mins,10 mins,errand,yes
978,971,t971,6.0,2.0,8.0,10 mins,40 mins,20 mins,14 mins,10 mins,errand,yes
979,972,t972,6.0,6.0,12.0,10 mins,40 mins,19 mins,12 mins,10 mins,errand,yes
980,1052,t1132,2.0,4.0,6.0,12 mins,40 mins,24 mins,10 mins,7 mins,commuting,yes
981,1090,t1170,2.0,4.0,6.0,12 mins,40 mins,24 mins,10 mins,7 mins,errand,yes
982,1302,t1382,5.0,6.0,11.0,10 mins,40 mins,20 mins,12 mins,8 mins,leisure,yes
983,1340,t1420,2.0,6.0,8.0,10 mins,40 mins,21 mins,11 mins,8 mins,errand,no
984,1341,t1421,2.0,6.0,8.0,10 mins,40 mins,21 mins,11 mins,9 mins,leisure,yes
985,1378,t1458,6.0,6.0,12.0,10 mins,40 mins,21 mins,11 mins,9 mins,leisure,yes
986,1379,t1459,6.0,6.0,12.0,10 mins,40 mins,21 mins,11 mins,9 mins,commuting,yes
987,5,t5,6.0,8.0,14.0,10 mins,41 mins,20 mins,12 mins,12 mins,leisure,yes
988,145,t145,4.0,2.0,6.0,10 mins,41 mins,24 mins,13 mins,9 mins,errand,no
989,146,t146,4.0,2.0,6.0,10 mins,41 mins,24 mins,14 mins,9 mins,errand,yes
990,234,t234,8.0,6.0,14.0,10 mins,41 mins,25 mins,11 mins,12 mins,business,yes
991,321,t321,7.0,6.0,13.0,11 mins,41 mins,18 mins,15 mins,15 mins,leisure,yes
992,372,t372,8.0,7.0,15.0,8 mins,41 mins,20 mins,12 mins,9 mins,leisure,yes
993,411,t411,6.0,7.0,13.0,10 mins,41 mins,16 mins,12 mins,12 mins,leisure,yes
994,420,t420,6.0,5.0,11.0,11 mins,41 mins,19 mins,12 mins,13 mins,commuting,yes
995,444,t444,5.0,3.0,8.0,14 mins,41 mins,35 mins,14 mins,13 mins,commuting,yes
996,460,t460,5.0,2.0,7.0,11 mins,41 mins,21 mins,12 mins,10 mins,errand,yes
997,635,t635,3.0,5.0,8.0,15 mins,41 mins,35 mins,12 mins,14 mins,leisure,yes
998,830,t830,5.0,5.0,10.0,9 mins,41 mins,20 mins,12 mins,10 mins,errand,yes
999,867,t867,7.0,8.0,15.0,8 mins,41 mins,21 mins,11 mins,9 mins,leisure,yes
1000,868,t868,7.0,6.0,13.0,9 mins,41 mins,15 mins,12 mins,12 mins,commuting,yes
1001,970,t970,6.0,5.0,11.0,10 mins,41 mins,19 mins,13 mins,10 mins,leisure,yes
1002,1135,t1215,5.0,6.0,11.0,12 mins,41 mins,20 mins,13 mins,12 mins,leisure,yes
1003,1174,t1254,2.0,5.0,7.0,12 mins,41 mins,21 mins,11 mins,10 mins,errand,yes
1004,1303,t1383,5.0,6.0,11.0,10 mins,41 mins,21 mins,12 mins,9 mins,commuting,no
